state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Illinois,17101,Lawrence County,4715,1283,6103,3432.0,0.7725708667868262,0.2102244797640504,0.5623463870227757
Illinois,17103,Lee County,9680,6105,16091,3575.0,0.6015785221552421,0.3794046361319992,0.2221738860232428
Illinois,17105,Livingston County,11970,4311,16538,7659.0,0.7237876405853186,0.2606723908574193,0.4631152497278993
Illinois,17107,Logan County,8757,3543,12555,5214.0,0.6974910394265234,0.2821983273596177,0.4152927120669056
Illinois,17109,McDonough County,6987,4736,11940,2251.0,0.5851758793969849,0.3966499162479062,0.1885259631490787
Illinois,17111,McHenry County,83933,75370,161699,8563.0,0.5190693819998887,0.4661129629744154,0.0529564190254733
Illinois,17113,McLean County,40290,44495,86168,-4205.0,0.4675749698263857,0.5163749883947637,-0.048800018568378
Illinois,17115,Macon County,26562,18009,45224,8553.0,0.5873430037148417,0.3982177604811604,0.1891252432336813
Illinois,17117,Macoupin County,16065,6892,23403,9173.0,0.6864504550698628,0.2944921591248985,0.3919582959449643
Illinois,17119,Madison County,73925,56341,132599,17584.0,0.5575079751732668,0.4248976236623202,0.1326103515109465
Illinois,17121,Marion County,12409,4116,16756,8293.0,0.7405705418954405,0.2456433516352351,0.4949271902602053
Illinois,17123,Marshall County,4119,1913,6127,2206.0,0.6722702790925412,0.3122245797290681,0.3600456993634731
Illinois,17125,Mason County,4464,1773,6371,2691.0,0.700674933291477,0.2782922618113326,0.4223826714801444
Illinois,17127,Massac County,4939,1683,6676,3256.0,0.7398142600359496,0.2520970641102457,0.4877171959257039
Illinois,17129,Menard County,4499,1834,6423,2665.0,0.7004515024132025,0.2855363537287871,0.4149151486844153
Illinois,17131,Mercer County,5215,2950,8345,2265.0,0.6249251048532055,0.353505092869982,0.2714200119832234
Illinois,17133,Monroe County,14055,6473,20889,7582.0,0.672842165733161,0.3098760112978122,0.3629661544353488
Illinois,17135,Montgomery County,9378,3573,13187,5805.0,0.7111549253052248,0.2709486615606279,0.4402062637445969
Illinois,17137,Morgan County,9607,4848,14649,4759.0,0.6558126834596218,0.3309440917468769,0.3248685917127449
Illinois,17139,Moultrie County,4816,1615,6523,3201.0,0.7383105932852981,0.2475854668097501,0.490725126475548
Illinois,17141,Ogle County,16450,8883,25749,7567.0,0.6388597615441376,0.3449842712338343,0.2938754903103032
Illinois,17143,Peoria County,36896,40564,78731,-3668.0,0.4686337020995542,0.5152227204023828,-0.0465890183028286
Illinois,17145,Perry County,6949,2146,9241,4803.0,0.7519748944919381,0.232225949572557,0.5197489449193811
Illinois,17147,Piatt County,6104,3204,9496,2900.0,0.6427969671440606,0.3374052232518955,0.3053917438921651
Illinois,17149,Pike County,6086,1302,7506,4784.0,0.8108180122568612,0.1734612310151878,0.6373567812416734
Illinois,17151,Pope County,1698,416,2132,1282.0,0.7964352720450282,0.1951219512195122,0.6013133208255159
Illinois,17153,Pulaski County,1583,769,2377,814.0,0.6659655027345394,0.3235170382835507,0.3424484644509886
Illinois,17155,Putnam County,2014,1254,3331,760.0,0.6046232362653857,0.376463524467127,0.2281597117982587
Illinois,17157,Randolph County,10624,3461,14332,7163.0,0.7412782584426458,0.2414875802400223,0.4997906782026235
Illinois,17159,Richland County,5889,1747,7743,4142.0,0.7605579232855483,0.2256231434844375,0.5349347798011107
Illinois,17161,Rock Island County,28061,34126,63267,-6065.0,0.4435329634722683,0.5393965258349535,-0.0958635623626851
Illinois,17163,St. Clair County,54021,63433,119655,-9412.0,0.4514729848313902,0.5301324641678158,-0.0786594793364255
Illinois,17165,Saline County,7830,2634,10602,5196.0,0.7385398981324278,0.2484436898698359,0.4900962082625919
Illinois,17167,Sangamon County,50979,46074,98845,4905.0,0.515746876422682,0.4661237290707674,0.0496231473519146
Illinois,17169,Schuyler County,2720,961,3756,1759.0,0.724174653887114,0.2558572949946752,0.4683173588924388
Illinois,17171,Scott County,2071,488,2587,1583.0,0.8005411673753382,0.1886354851178971,0.611905682257441
Illinois,17173,Shelby County,9267,2240,11664,7027.0,0.7944958847736625,0.1920438957475994,0.6024519890260631
Illinois,17175,Stark County,1983,725,2761,1258.0,0.7182180369431366,0.2625860195581311,0.4556320173850054
Illinois,17177,Stephenson County,12347,8278,20965,4069.0,0.5889339375149057,0.3948485571190078,0.1940853803958979
Illinois,17179,Tazewell County,42451,24325,67966,18126.0,0.6245917076185151,0.3578995380042962,0.2666921696142189
Illinois,17181,Union County,5837,2285,8224,3552.0,0.7097519455252919,0.2778453307392996,0.4319066147859922
Illinois,17183,Vermilion County,19777,9254,29509,10523.0,0.6702023111593073,0.313599240909553,0.3566030702497542
Illinois,17185,Wabash County,4095,1200,5377,2895.0,0.7615770875953134,0.2231727729217035,0.5384043146736098
Illinois,17187,Warren County,4579,2711,7432,1868.0,0.6161194833153929,0.3647739504843918,0.2513455328310011
Illinois,17189,Washington County,5892,1564,7561,4328.0,0.7792620023806375,0.2068509456421108,0.5724110567385267
Illinois,17191,Wayne County,7019,1155,8267,5864.0,0.849038345228015,0.1397121083827265,0.7093262368452885
Illinois,17193,White County,5586,1390,7064,4196.0,0.7907701019252548,0.1967723669309173,0.5939977349943375
Illinois,17195,Whiteside County,14898,11012,26429,3886.0,0.5636989670437776,0.4166635135646448,0.1470354534791327
Illinois,17197,Will County,157672,162874,324971,-5202.0,0.4851879090749636,0.5011954912899921,-0.0160075822150284
Illinois,17199,Williamson County,22686,9890,32998,12796.0,0.6874962118916298,0.2997151342505606,0.3877810776410691
Illinois,17201,Winnebago County,59257,59942,121048,-685.0,0.489533077787324,0.4951919899543983,-0.0056589121670742
Illinois,17203,Woodford County,14837,5958,21113,8879.0,0.7027423862075498,0.2821958035333681,0.4205465826741817
Iowa,19001,Adair County,2916,1086,4064,1830.0,0.71751968503937,0.2672244094488189,0.4502952755905511
Iowa,19003,Adams County,1517,576,2131,941.0,0.7118723603941811,0.2702956358517128,0.4415767245424683
Iowa,19005,Allamakee County,4857,2350,7303,2507.0,0.6650691496645215,0.3217855675749692,0.3432835820895523
Iowa,19007,Appanoose County,4704,1686,6466,3018.0,0.7274976801732137,0.2607485307763687,0.466749149396845
Iowa,19009,Audubon County,2214,970,3239,1244.0,0.6835443037974683,0.2994751466502007,0.3840691571472676
Iowa,19011,Benton County,9549,4739,14470,4810.0,0.6599170697995853,0.3275051831375259,0.3324118866620594
Iowa,19013,Black Hawk County,30572,31299,62653,-727.0,0.4879574800887427,0.4995610744896493,-0.0116035944009065
Iowa,19015,Boone County,9199,5895,15346,3304.0,0.5994395933793822,0.3841391893653069,0.2153004040140753
Iowa,19017,Bremer County,8799,5571,14556,3228.0,0.6044929925803793,0.3827287716405605,0.2217642209398186
Iowa,19019,Buchanan County,6790,3766,10714,3024.0,0.6337502333395557,0.3515027067388463,0.2822475266007093
Iowa,19021,Buena Vista County,4962,2462,7516,2500.0,0.6601915912719531,0.3275678552421501,0.332623736029803
Iowa,19023,Butler County,5784,2144,8027,3640.0,0.7205680827208173,0.2670985424193347,0.4534695403014825
Iowa,19025,Calhoun County,3708,1328,5093,2380.0,0.7280581189868447,0.2607500490869821,0.4673080698998625
Iowa,19027,Carroll County,7814,3153,11120,4661.0,0.7026978417266188,0.2835431654676259,0.4191546762589928
Iowa,19029,Cass County,5007,2077,7195,2930.0,0.6958999305072967,0.2886726893676164,0.4072272411396803
Iowa,19031,Cedar County,6390,4075,10624,2315.0,0.6014683734939759,0.3835655120481928,0.217902861445783
Iowa,19033,Cerro Gordo County,12627,9955,22942,2672.0,0.5503879347920844,0.4339203208089966,0.1164676139830877
Iowa,19035,Cherokee County,4398,1611,6089,2787.0,0.7222860896698965,0.2645754639513877,0.4577106257185087
Iowa,19037,Chickasaw County,4234,1919,6230,2315.0,0.6796147672552167,0.3080256821829855,0.3715890850722312
Iowa,19039,Clarke County,3140,1265,4459,1875.0,0.7041937654182552,0.2836958959407939,0.4204978694774612
Iowa,19041,Clay County,6047,2367,8514,3680.0,0.710241954428001,0.2780126849894291,0.4322292694385718
Iowa,19043,Clayton County,6255,3017,9381,3238.0,0.6667732651103294,0.3216075045304338,0.3451657605798955
Iowa,19045,Clinton County,13964,9472,23813,4492.0,0.5864023852517533,0.3977659261747784,0.1886364590769748
Iowa,19047,Crawford County,4651,1812,6525,2839.0,0.7127969348659003,0.2777011494252873,0.435095785440613
Iowa,19049,Dallas County,32374,29402,62633,2972.0,0.5168840706975556,0.4694330464770967,0.0474510242204588
Iowa,19051,Davis County,3027,878,3950,2149.0,0.7663291139240507,0.2222784810126582,0.5440506329113924
Iowa,19053,Decatur County,2711,957,3727,1754.0,0.7273946874161524,0.2567748859672659,0.4706198014488865
Iowa,19055,Delaware County,6984,2978,10112,4006.0,0.6906645569620253,0.294501582278481,0.3961629746835443
Iowa,19057,Des Moines County,10794,7935,18998,2859.0,0.5681650700073692,0.4176755447941888,0.1504895252131803
Iowa,19059,Dickinson County,7775,3297,11192,4478.0,0.6946926375982845,0.2945854181558255,0.4001072194424589
Iowa,19061,Dubuque County,28224,23705,52566,4519.0,0.5369250085606666,0.4509568922877905,0.085968116272876
Iowa,19063,Emmet County,3422,1315,4786,2107.0,0.7150020894274969,0.2747597158378604,0.4402423735896364
Iowa,19065,Fayette County,6325,3334,9817,2991.0,0.6442905164510543,0.3396149536518285,0.3046755627992258
Iowa,19067,Floyd County,4744,2782,7625,1962.0,0.6221639344262295,0.3648524590163934,0.257311475409836
Iowa,19069,Franklin County,3431,1393,4885,2038.0,0.7023541453428864,0.2851586489252815,0.4171954964176049
Iowa,19071,Fremont County,2711,1023,3785,1688.0,0.7162483487450463,0.2702774108322325,0.4459709379128138
Iowa,19073,Greene County,3211,1603,4874,1608.0,0.6588018054985638,0.3288879770209273,0.3299138284776364
Iowa,19075,Grundy County,4998,2019,7131,2979.0,0.7008834665544804,0.2831299957930164,0.417753470761464
Iowa,19077,Guthrie County,4446,1974,6514,2472.0,0.6825299355234878,0.303039607000307,0.3794903285231808
Iowa,19079,Hamilton County,5004,2482,7573,2522.0,0.6607685197411858,0.3277432985606761,0.3330252211805097
Iowa,19081,Hancock County,4336,1523,5933,2813.0,0.7308275745828418,0.2566998145963256,0.4741277599865161
Iowa,19083,Hardin County,5790,2553,8434,3237.0,0.6865069954944273,0.3027033436092008,0.3838036518852264
Iowa,19085,Harrison County,5566,2245,7938,3321.0,0.7011841773746535,0.2828168304358781,0.4183673469387755
Iowa,19087,Henry County,6439,2995,9574,3444.0,0.6725506580321705,0.3128264048464592,0.3597242531857113
Iowa,19089,Howard County,3157,1619,4837,1538.0,0.6526772793053546,0.3347115980979946,0.3179656812073599
Iowa,19091,Humboldt County,3770,1236,5067,2534.0,0.7440299980264456,0.2439313203078744,0.5000986777185712
Iowa,19093,Ida County,2771,826,3642,1945.0,0.7608456891817683,0.2267984623833058,0.5340472267984624
Iowa,19095,Iowa County,6068,3400,9617,2668.0,0.6309659977123844,0.35354060517833,0.2774253925340543
Iowa,19097,Jackson County,7074,3567,10782,3507.0,0.656093489148581,0.3308291597106288,0.3252643294379522
Iowa,19099,Jasper County,12701,7141,20149,5560.0,0.6303538637153209,0.3544096481214948,0.275944215593826
Iowa,19101,Jefferson County,4353,3788,8317,565.0,0.5233858362390285,0.4554526872670434,0.067933148971985
Iowa,19103,Johnson County,26087,58846,86068,-32759.0,0.3030975507738067,0.683715201933355,-0.3806176511595482
Iowa,19105,Jones County,6820,3942,10949,2878.0,0.6228879349712303,0.3600328797150424,0.2628550552561878
Iowa,19107,Keokuk County,3869,1219,5142,2650.0,0.7524309607156748,0.2370672889926098,0.515363671723065
Iowa,19109,Kossuth County,5983,2284,8376,3699.0,0.7143027698185291,0.272683858643744,0.4416189111747851
Iowa,19111,Lee County,10152,5659,16154,4493.0,0.6284511576080227,0.3503157112789402,0.2781354463290825
Iowa,19113,Linn County,54237,66358,122369,-12121.0,0.4432249997956999,0.5422778644918239,-0.099052864696124
Iowa,19115,Louisa County,3584,1480,5136,2104.0,0.6978193146417445,0.2881619937694704,0.4096573208722741
Iowa,19117,Lucas County,3400,1169,4639,2231.0,0.7329165768484587,0.2519939642164259,0.4809226126320327
Iowa,19119,Lyon County,5899,1023,6984,4876.0,0.8446449026345934,0.1464776632302405,0.6981672394043528
Iowa,19121,Madison County,6864,3008,9995,3856.0,0.6867433716858429,0.3009504752376188,0.385792896448224
Iowa,19123,Mahaska County,8207,2577,10910,5630.0,0.7522456461961503,0.236205316223648,0.5160403299725023
Iowa,19125,Marion County,13289,5928,19490,7361.0,0.681836839404823,0.3041559774243201,0.3776808619805028
Iowa,19127,Marshall County,9815,7134,17217,2681.0,0.5700760875878492,0.4143579020735319,0.1557181855143172
Iowa,19129,Mills County,5671,2456,8223,3215.0,0.6896509789614496,0.2986744497142162,0.3909765292472333
Iowa,19131,Mitchell County,3736,1943,5757,1793.0,0.6489491054368595,0.3375021712697585,0.3114469341671009
Iowa,19133,Monona County,3331,1236,4616,2095.0,0.7216204506065858,0.2677642980935875,0.4538561525129982
Iowa,19135,Monroe County,3104,1002,4146,2102.0,0.7486734201640135,0.2416787264833574,0.5069946936806561
Iowa,19137,Montgomery County,3486,1508,5061,1978.0,0.6887966804979253,0.297964829085161,0.3908318514127643
Iowa,19139,Muscatine County,11152,8212,19695,2940.0,0.5662350850469662,0.4169586189388169,0.1492764661081492
Iowa,19141,O'Brien County,5998,1428,7501,4570.0,0.7996267164378082,0.1903746167177709,0.6092520997200372
Iowa,19143,Osceola County,2623,555,3219,2068.0,0.8148493320907114,0.1724137931034483,0.6424355389872631
Iowa,19145,Page County,5153,2060,7297,3093.0,0.706180622173496,0.2823077977250925,0.4238728244484034
Iowa,19147,Palo Alto County,3576,1338,4976,2238.0,0.7186495176848875,0.2688906752411575,0.4497588424437299
Iowa,19149,Plymouth County,10661,3104,13931,7557.0,0.7652716962170698,0.2228124327040413,0.5424592635130284
Iowa,19151,Pocahontas County,2727,796,3573,1931.0,0.7632241813602015,0.2227819759305905,0.540442205429611
Iowa,19153,Polk County,112240,140075,255563,-27835.0,0.4391872062857299,0.5481035987212547,-0.1089163924355247
Iowa,19155,Pottawattamie County,26335,17468,44411,8867.0,0.5929837202494878,0.3933259777982932,0.1996577424511945
Iowa,19157,Poweshiek County,5758,4067,9971,1691.0,0.5774746765620299,0.4078828602948551,0.1695918162671748
Iowa,19159,Ringgold County,2015,638,2683,1377.0,0.7510249720462169,0.2377935147223257,0.5132314573238911
Iowa,19161,Sac County,4100,1289,5448,2811.0,0.7525697503671072,0.2366005873715125,0.5159691629955947
Iowa,19163,Scott County,45976,42479,89743,3497.0,0.5123073665912662,0.4733405390949712,0.0389668274962949
Iowa,19165,Shelby County,4600,1811,6486,2789.0,0.7092198581560284,0.2792167745914277,0.4300030835646007
Iowa,19167,Sioux County,16053,2626,18881,13427.0,0.8502197976802076,0.1390816164398072,0.7111381812404004
Iowa,19169,Story County,21665,26765,49200,-5100.0,0.4403455284552846,0.5440040650406504,-0.1036585365853657
Iowa,19171,Tama County,5379,3070,8594,2309.0,0.6259017919478707,0.3572259716080986,0.268675820339772
Iowa,19173,Taylor County,2381,666,3078,1715.0,0.7735542560103964,0.2163742690058479,0.5571799870045484
Iowa,19175,Union County,4044,1874,5996,2170.0,0.6744496330887259,0.3125416944629753,0.3619079386257505
Iowa,19177,Van Buren County,2785,778,3622,2007.0,0.7689122032026505,0.2147984538928768,0.5541137493097736
Iowa,19179,Wapello County,9479,4896,14571,4583.0,0.6505387413355295,0.3360098826436071,0.3145288586919223
Iowa,19181,Warren County,19486,12712,32662,6774.0,0.5965954320004898,0.3891984569224175,0.2073969750780723
Iowa,19183,Washington County,7119,4297,11551,2822.0,0.6163102761665656,0.3720024240325513,0.2443078521340143
Iowa,19185,Wayne County,2426,643,3119,1783.0,0.7778134017313242,0.2061558191728118,0.5716575825585124
Iowa,19187,Webster County,10850,5641,16706,5209.0,0.649467257272836,0.3376631150484855,0.3118041422243505
Iowa,19189,Winnebago County,3636,1909,5627,1727.0,0.6461702505775724,0.3392571530122623,0.3069130975653101
Iowa,19191,Winneshiek County,6427,5321,11927,1106.0,0.5388614068919259,0.4461306279869204,0.0927307789050054
Iowa,19193,Woodbury County,25969,16145,42674,9824.0,0.608543844026808,0.3783334114449079,0.2302104325819
Iowa,19195,Worth County,2715,1508,4278,1207.0,0.6346423562412342,0.3525011687704535,0.2821411874707807
Iowa,19197,Wright County,3853,1770,5706,2083.0,0.6752541184717841,0.3101997896950578,0.3650543287767262
Wisconsin,55001,Adams County,7763,4443,12853,3320.0,0.6039835057963121,0.3456780518166965,0.2583054539796156
Wisconsin,55003,Ashland County,4191,4612,8933,-421.0,0.4691592969886936,0.5162879211910892,-0.0471286242023956
Wisconsin,55005,Barron County,16726,8941,26775,7785.0,0.6246872082166199,0.3339309056956115,0.2907563025210083
Wisconsin,55007,Bayfield County,4860,6107,11204,-1247.0,0.4337736522670475,0.5450731881470903,-0.1112995358800427
Wisconsin,55009,Brown County,79132,67937,148960,11195.0,0.5312298603651987,0.4560754564983888,0.0751544038668098
Wisconsin,55011,Buffalo County,5213,2765,8091,2448.0,0.6442961315041404,0.3417377332838957,0.3025583982202448
Wisconsin,55013,Burnett County,7008,3665,10807,3343.0,0.6484685851762746,0.339132044045526,0.3093365411307485
Wisconsin,55015,Calumet County,19488,12927,32860,6561.0,0.5930614729153987,0.3933962264150943,0.1996652465003043
Wisconsin,55017,Chippewa County,23399,14573,38400,8826.0,0.6093489583333334,0.3795052083333333,0.22984375
Wisconsin,55019,Clark County,10481,4509,15315,5972.0,0.6843617368592882,0.2944172380019588,0.3899444988573294
Wisconsin,55021,Columbia County,17988,16388,34843,1600.0,0.516258645926011,0.4703383749964124,0.0459202709295985
Wisconsin,55023,Crawford County,5113,3860,9084,1253.0,0.5628577719066491,0.424922941435491,0.1379348304711581
Wisconsin,55025,Dane County,85454,273995,364840,-188541.0,0.2342232211380331,0.7510004385484048,-0.5167772174103717
Wisconsin,55027,Dodge County,33067,16518,50292,16549.0,0.6575001988387815,0.328441899308041,0.3290582995307405
Wisconsin,55029,Door County,10099,10565,20896,-466.0,0.4832982388973966,0.5055991577335375,-0.0223009188361408
Wisconsin,55031,Douglas County,11732,13073,25165,-1341.0,0.4662030598052851,0.5194913570435128,-0.0532882972382277
Wisconsin,55033,Dunn County,14726,10643,25674,4083.0,0.5735763807743243,0.4145438965490379,0.1590324842252863
Wisconsin,55035,Eau Claire County,27728,34400,63003,-6672.0,0.4401060266971414,0.5460057457581385,-0.1058997190609971
Wisconsin,55037,Florence County,2356,783,3158,1573.0,0.7460417986067132,0.2479417352754908,0.4981000633312223
Wisconsin,55039,Fond du Lac County,37272,20495,58438,16777.0,0.6378041685204833,0.3507135767822307,0.2870905917382525
Wisconsin,55041,Forest County,3382,1681,5095,1701.0,0.6637880274779195,0.3299313052011776,0.3338567222767419
Wisconsin,55043,Grant County,15922,10966,27254,4956.0,0.584207822704924,0.4023629558963821,0.1818448668085418
Wisconsin,55045,Green County,10843,10903,22026,-60.0,0.4922818487242349,0.4950059021156814,-0.0027240533914464
Wisconsin,55047,Green Lake County,7458,3449,11033,4009.0,0.6759720837487537,0.312607631650503,0.3633644520982507
Wisconsin,55049,Iowa County,6631,7750,14647,-1119.0,0.4527206936574042,0.5291185908377142,-0.0763978971803099
Wisconsin,55051,Iron County,2557,1487,4079,1070.0,0.6268693307183133,0.3645501348369698,0.2623191958813434
Wisconsin,55053,Jackson County,6204,4157,10501,2047.0,0.5908008761070375,0.3958670602799733,0.1949338158270641
Wisconsin,55055,Jefferson County,28771,20574,50035,8197.0,0.575017487758569,0.4111921654841611,0.1638253222744078
Wisconsin,55057,Juneau County,9525,4854,14528,4671.0,0.6556305066079295,0.334113436123348,0.3215170704845815
Wisconsin,55059,Kenosha County,47478,41826,90472,5652.0,0.5247811477584226,0.4623087806172075,0.062472367141215
Wisconsin,55061,Kewaunee County,8267,4059,12466,4208.0,0.663163805551099,0.3256056473608214,0.3375581581902775
Wisconsin,55063,La Crosse County,32247,39008,72242,-6761.0,0.4463746850862379,0.5399629024667091,-0.0935882173804711
Wisconsin,55065,Lafayette County,5256,3469,8832,1787.0,0.595108695652174,0.392776268115942,0.2023324275362319
Wisconsin,55067,Langlade County,7782,3746,11659,4036.0,0.6674671927266489,0.3212968522171713,0.3461703405094776
Wisconsin,55069,Lincoln County,10633,6306,17188,4327.0,0.6186292762392367,0.3668838724691645,0.2517454037700721
Wisconsin,55071,Manitowoc County,28200,17399,46235,10801.0,0.6099275440683465,0.376316643235644,0.2336109008327024
Wisconsin,55073,Marathon County,46213,31529,78675,14684.0,0.5873911661900223,0.4007499205592628,0.1866412456307595
Wisconsin,55075,Marinette County,16670,7415,24364,9255.0,0.6842062058775242,0.3043424725004104,0.3798637333771137
Wisconsin,55077,Marquette County,6041,3252,9406,2789.0,0.642249627897087,0.3457367637678077,0.2965128641292792
Wisconsin,55078,Menominee County,296,1266,1572,-970.0,0.188295165394402,0.8053435114503816,-0.6170483460559796
Wisconsin,55079,Milwaukee County,138022,316292,462766,-178270.0,0.2982544093559164,0.6834815003695172,-0.3852270910136007
Wisconsin,55081,Monroe County,14563,8476,23321,6087.0,0.6244586424252819,0.3634492517473521,0.2610093906779298
Wisconsin,55083,Oconto County,17675,6967,24881,10708.0,0.7103814155379607,0.2800128612194044,0.4303685543185563
Wisconsin,55085,Oneida County,14455,10080,24837,4375.0,0.5819946048234489,0.4058461166807585,0.1761484881426903
Wisconsin,55087,Outagamie County,60827,49438,111905,11389.0,0.5435592690228319,0.4417854430096957,0.1017738260131361
Wisconsin,55089,Ozaukee County,34504,27874,63199,6630.0,0.5459580056646466,0.4410512824570009,0.1049067232076456
Wisconsin,55091,Pepin County,2798,1523,4354,1275.0,0.6426274689940285,0.349793293523197,0.2928341754708314
Wisconsin,55093,Pierce County,14417,10171,25320,4246.0,0.569391785150079,0.4016982622432859,0.1676935229067931
Wisconsin,55095,Polk County,18296,9567,28212,8729.0,0.6485183609811428,0.3391110165886856,0.3094073443924571
Wisconsin,55097,Portage County,20987,21503,43158,-516.0,0.4862829602854627,0.4982390286852959,-0.0119560683998332
