county_fips,votes_gop,votes_dem,total_votes,per_point_diff
20007,1854,288,2170,0.7216589861751153
20009,8205,2207,10570,0.5674550614947966
20011,5003,1444,6572,0.5415398660986002
20013,3106,1065,4258,0.4793330201972757
20015,22426,9150,32236,0.4118376969847376
20017,1090,348,1462,0.5075239398084815
20019,1299,211,1527,0.7125081859855927
20021,6584,1970,8717,0.5293105426178731
20023,1185,206,1422,0.6884669479606189
20025,867,129,1014,0.727810650887574
20027,3150,867,4113,0.5550692924872356
20029,3218,767,4047,0.6056338028169015
20031,3371,934,4377,0.5567740461503312
20033,727,130,874,0.6830663615560641
20035,9360,3919,13505,0.4028878193261755
20037,10084,5956,16334,0.2527243785967919
20039,1217,215,1452,0.6900826446280992
20041,7014,1989,9144,0.5495406824146982
20043,2899,626,3577,0.6354487000279564
20045,17523,39582,58041,-0.380058923864165
20047,1042,213,1269,0.6532702915681639
20049,1123,191,1338,0.6965620328849029
20051,9743,3511,13511,0.4612537932055362
20053,2078,636,2758,0.5228426395939086
20055,7166,3425,10782,0.3469671675013912
20057,5616,2461,8224,0.3836332684824903
20059,8773,3676,12708,0.4010859301227573
20061,5288,3674,9163,0.1761431845465459
20063,1227,150,1396,0.7714899713467048
20065,1055,210,1287,0.6565656565656566
20067,1793,395,2220,0.6297297297297297
20069,1837,324,2193,0.6899224806201549
20071,510,75,593,0.7335581787521079
20073,2299,541,2884,0.6095700416088765
20075,671,131,815,0.6625766871165645
20077,2072,437,2555,0.639921722113503
20079,9591,6202,16086,0.2106800944921049
20081,1045,221,1278,0.6447574334898278
20083,817,136,966,0.7049689440993788
20085,4557,1799,6474,0.4260117392647514
20087,6694,3030,9927,0.3690943890399919
20089,1370,176,1574,0.7585768742058451
20091,154247,183451,343780,-0.0849496771190878
20093,1082,192,1301,0.6840891621829361
20095,3119,753,3947,0.5994426146440335
20097,941,151,1107,0.7136404697380307
20099,5410,2385,7921,0.3818962252240879
20101,709,111,843,0.7093712930011862
20103,22055,13732,36547,0.2277341505458724
20105,1233,250,1507,0.6522893165228932
20107,4093,854,5016,0.6457336523125996
20109,1186,183,1400,0.7164285714285714
20111,7462,5515,13256,0.146876885938443
20113,9816,4021,14104,0.4108763471355644
20115,4312,1429,5870,0.4911413969335604
20117,3644,1205,4968,0.4909420289855073
20119,1427,247,1695,0.6961651917404129
20121,12854,5472,18685,0.3950762643831951
20123,2608,528,3172,0.6557377049180327
20125,9287,2934,12441,0.5106502692709589
20127,2021,721,2792,0.4656160458452722
20129,909,131,1060,0.7339622641509433
20131,4655,888,5620,0.6702846975088967
20133,4961,1696,6784,0.4812794811320755
20135,1205,129,1363,0.789435069699193
20137,1882,346,2270,0.6766519823788546
20139,5736,1946,7892,0.4802331474911303
20141,1477,261,1774,0.685456595264938
20143,2475,476,3003,0.6656676656676657
20145,2003,625,2675,0.5151401869158878
20147,2356,331,2747,0.7371678194393885
20149,9811,3394,13472,0.4763212589073634
20151,3054,954,4082,0.514453699167075
20153,1194,176,1403,0.7255880256593015
20155,17847,8554,26940,0.3449517446176689
20157,2001,396,2443,0.6569791240278346
20159,3073,825,3966,0.5668179525970751
20161,11630,12063,24313,-0.0178094023773289
20163,2153,349,2534,0.7119179163378058
20165,1315,264,1606,0.6544209215442093
20167,2632,608,3301,0.6131475310511967
20169,15069,7734,23226,0.3158098682510978
20171,1843,248,2135,0.7470725995316159
20173,120118,90506,214152,0.1382756173185401
20175,3133,1354,4565,0.3897042716319824
20177,39901,40308,81819,-0.0049743947004974
20179,1229,126,1373,0.8033503277494537
20181,2161,379,2593,0.6872348630929426
20183,1675,300,2006,0.685443668993021
20185,1548,326,1909,0.640125720272394
20187,537,115,664,0.6355421686746987
20189,1595,210,1835,0.7547683923705721
20191,7810,2527,10549,0.5008057635794863
20193,3007,597,3664,0.6577510917030568
20195,1343,216,1587,0.7101449275362319
20197,2816,944,3836,0.4880083420229405
20199,686,52,748,0.8475935828877006
20201,2263,396,2700,0.6914814814814816
20203,740,107,860,0.7360465116279069
20205,2894,647,3603,0.6236469608659451
20207,1205,282,1506,0.6128818061088976
20209,18867,30938,50602,-0.2385478834828663
21001,7643,1257,8971,0.7118492921636383
21003,7824,1505,9418,0.6709492461244425
21005,9650,3226,13090,0.4907563025210084
21007,3331,697,4088,0.6443248532289628
21009,15019,4565,19799,0.5280064649729784
21011,4041,1278,5389,0.5127110781221006
21013,7831,1419,9337,0.6867302131305559
21015,45650,20601,67382,0.3717461636638864
21017,6284,3088,9535,0.335186156266387
21019,14363,6291,20951,0.3852799389050642
21021,9159,4990,14371,0.2900981142578804
21023,3399,702,4146,0.6505065123010131
21025,4036,1002,5113,0.5933893995697243
21027,7882,2038,10046,0.5817240692813059
21029,32299,10280,43187,0.5098525019102971
21031,4905,965,5942,0.6630764052507573
21033,4860,1256,6188,0.5824175824175823
21035,11539,5111,16936,0.3795465281058101
21037,28450,18952,48302,0.1966378203801084
21039,2182,408,2610,0.6796934865900384
21041,3014,963,4025,0.5095652173913043
21043,8981,2305,11420,0.5845884413309983
21045,6216,804,7080,0.764406779661017
21047,14332,7055,21671,0.3357943795856213
21049,11950,5639,17868,0.3532012536377882
21051,6729,692,7517,0.8031129439936144
21053,4276,549,4880,0.7637295081967213
21055,3349,608,4008,0.6838822355289421
21057,2922,483,3439,0.7092177958708927
21059,30705,15673,47067,0.3193745086791169
21061,5048,1118,6247,0.6291019689450936
21063,2335,532,2911,0.6193747852971487
21065,5091,1114,6289,0.6323739863253299
21067,57347,83387,143762,-0.1811327054437195
21069,5578,1334,7000,0.6062857142857143
21071,12326,3061,15650,0.5920127795527157
21073,13246,11996,25749,0.0485455745854208
21075,1491,636,2145,0.3986013986013986
21077,3109,761,3917,0.5994383456727087
21079,7086,1719,8917,0.6018840417180666
21081,9372,1944,11466,0.6478283621140764
21083,13378,3105,16678,0.6159611464204342
21085,9710,2235,12095,0.618023976849938
21087,5033,782,5857,0.725798190199761
21089,12961,4181,17372,0.5054110062169008
21091,3375,1173,4633,0.475285991797971
21093,30672,16572,48060,0.2933832709113608
21095,9109,1199,10384,0.761748844375963
21097,6639,2265,9018,0.4850299401197605
21099,6691,1642,8409,0.6004281127363539
21101,12592,6837,19684,0.2923694371062792
21103,6093,1857,8074,0.5246470151102303
21105,1656,394,2069,0.6099565007249879
21107,15361,4916,20532,0.5087180985778297
21109,5358,506,5934,0.8176609369733737
21111,144553,203070,353609,-0.1654850413875211
21113,17854,8303,26644,0.3584671971175499
21115,8150,1350,9622,0.7067137809187278
21117,48444,30859,80875,0.2174343122102009
21119,4732,1181,6003,0.5915375645510579
21121,11178,1821,13156,0.7112344177561569
21123,5773,1389,7258,0.6040231468724166
21125,23516,4037,27884,0.6985726581552145
21127,5464,1044,6572,0.6725502130249543
21129,2227,406,2690,0.6769516728624535
21131,3908,382,4357,0.8092724351618086
21133,6848,1457,8430,0.6395017793594305
21135,4997,666,5721,0.7570354833071141
21137,8833,2080,11034,0.6120174007612833
21139,4021,886,4972,0.6305309734513274
21141,9620,2734,12506,0.5506157044618584
21143,3187,950,4187,0.5342727489849534
21145,21349,10191,31937,0.3493753326862259
21147,5531,641,6211,0.7873128320721301
21149,3578,989,4633,0.5588171810921649
21151,29130,15180,45164,0.3088743246833761
21153,4288,909,5274,0.6406901782328404
21155,6473,2513,9100,0.4351648351648352
21157,13677,3700,17599,0.5669072106369679
21159,3343,287,3655,0.8361149110807113
21161,5621,2170,7898,0.4369460622942517
21163,10630,3279,14119,0.520645938097599
21165,2563,664,3292,0.5768529769137303
21167,8826,2838,11841,0.5057005320496579
21169,4197,884,5124,0.6465651834504293
21171,4679,576,5308,0.7729841748304446
21173,9302,3329,12819,0.4659489819798736
21175,4353,939,5373,0.6353992183137911
21177,10491,3048,13691,0.5436418084873275
21179,16052,6515,22838,0.4175934845433049
21181,2451,824,3319,0.490207893943959
21183,8679,2094,10935,0.6021947873799727
21185,23025,14402,38187,0.225809830570613
21187,4434,988,5494,0.6272297051328722
21189,1625,203,1839,0.7732463295269169
21191,5593,1210,6900,0.6352173913043478
21193,7913,1966,9992,0.5951761409127302
21195,19684,4025,23946,0.6539296751023135
21197,4092,1174,5360,0.5444029850746268
21199,26051,5351,31725,0.6524822695035462
21201,915,215,1144,0.6118881118881119
21203,6635,986,7724,0.7313568099430348
21205,6224,3484,9872,0.2775526742301459
21207,7622,1200,8893,0.7221410097829754
21209,18747,10501,29761,0.2770740230503007
21211,16356,7822,24607,0.3468118827975778
21213,6253,2403,8776,0.4386964448495897
21215,8927,2415,11479,0.5672968028573917
21217,9523,2576,12256,0.566824412532637
21219,4009,1051,5112,0.5786384976525822
21221,5436,1667,7196,0.5237632017787659
21223,3283,923,4249,0.5554248058366674
21225,4758,1225,6058,0.5831957741828986
21227,34862,21065,56860,0.2426486106225817
21229,4720,1533,6338,0.5028400126222783
21231,7203,1444,8733,0.6594526508645369
21233,4339,1153,5556,0.5734341252699784
21235,12687,2237,15075,0.6932006633499171
21237,2163,689,2915,0.5056603773584906
21239,8419,6282,14984,0.1426187933796048
22001,21783,4695,26720,0.6395209580838324
22003,7003,1661,8751,0.6104445206262141
22005,41319,20113,62473,0.3394426392201431
22007,6963,3273,10367,0.3559371081315713
22009,11379,4460,16037,0.4314397954729687
22011,13504,2192,15874,0.7126118180672798
22013,3660,2531,6256,0.1804667519181585
22015,37105,14467,52232,0.4334124674529024
22017,44471,48864,94699,-0.0463890854180086
22019,56064,23918,81201,0.3958818241154665
22021,3724,580,4334,0.7254268574065528
22023,3120,219,3362,0.862879238548483
22025,3258,1060,4348,0.5055197792088317
22027,3522,2239,5816,0.2205983493810179
22029,4974,2698,7755,0.2934880722114764
22031,9359,4426,13913,0.3545604830015093
22033,82720,103820,190643,-0.1106780736769774
22035,931,1338,2306,-0.1764960971379011
22037,6020,3809,9947,0.2222780737910927
22039,10483,3526,14176,0.4907590293453724
22041,6524,2196,8798,0.4919299840872926
22043,7925,996,9018,0.7683521845198492
22045,19511,9504,29331,0.3411748661825372
22047,7616,7503,15354,0.0073596456949329
22049,5291,1852,7226,0.4759202878494326
22051,98810,75731,178205,0.1295081507252882
22053,11478,2699,14358,0.6114361331661791
22055,72007,37170,111086,0.3136038744756315
22057,34461,7864,42845,0.6207725522231298
22059,6023,546,6620,0.8273413897280967
22061,11248,6627,18157,0.2545023957702264
22063,55101,9965,65906,0.6848541862652869
22065,1846,2094,3992,-0.062124248496994
22067,5961,4008,10097,0.19342378924433
22069,9100,5740,15040,0.2234042553191488
22071,24119,130749,159130,-0.6700810657952618
22073,40808,22845,64436,0.2787727357377863
22075,6803,3023,9945,0.3800904977375566
22077,7319,4132,11570,0.2754537597234227
22079,36171,16537,53395,0.3677123326154134
22081,2337,1321,3725,0.2727516778523489
22083,6354,2732,9193,0.3939954313064288
22085,8613,1488,10170,0.700589970501475
22087,11033,5967,17292,0.2929678464029609
22089,17443,8812,26685,0.3234401349072512
22091,2804,2848,5745,-0.0076588337684943
22093,5902,5792,11789,0.0093307320383408
22095,6557,12043,18827,-0.2913900249641472
22097,21812,14833,37043,0.1884026671705855
22099,17466,7284,25006,0.407182276253699
22101,13671,7011,20897,0.3187060343589989
22103,98377,37777,138384,0.437911897329171
22105,37500,16886,55104,0.3740926248548199
22107,1093,1002,2128,0.0427631578947368
22109,31115,9702,41327,0.518135843395359
22111,8176,2206,10475,0.5699284009546539
22113,21510,4637,26429,0.6384274849597034
22115,13474,2513,16149,0.6787417177534213
22117,12846,5411,18455,0.4028718504470334
22119,10965,5053,16205,0.3648256710891699
22121,7627,6008,13836,0.117013587742122
22123,3986,578,4603,0.7403867043232675
22125,3923,2004,6008,0.3194074567243675
22127,4437,1292,5781,0.5440235253416364
23001,30605,27019,58847,0.0609376858633405
23003,22246,12900,35653,0.2621378285137296
23005,60950,133281,199225,-0.3630618647258125
23007,9459,7990,17836,0.0823615160349853
23009,15549,19817,36251,-0.1177346831811536
23011,36589,34585,72886,0.027494992179568
23013,10262,15076,25893,-0.1859189742401421
23015,10409,13110,24003,-0.1125276007165771
23017,19228,14765,34590,0.1290257299797629
23019,47438,37945,87073,0.1090234630712161
23021,6487,3510,10205,0.2917197452229299
23023,9917,13982,24456,-0.1662168792934249
23025,17826,10134,28441,0.2704546253647902
23027,11815,12661,25130,-0.0336649423000398
23029,11003,6763,18048,0.2349290780141844
23031,58194,72114,132838,-0.1047892922205995
24001,22141,9231,32001,0.4034248929720946
24003,128892,171945,308782,-0.1394284640944096
24005,149560,249958,409811,-0.2449861033500809
24009,29361,23438,53882,0.1099253925244052
24011,11053,4860,16276,0.3804988940771688
24013,62273,36867,101796,0.2495775865456402
24015,33871,17628,52612,0.3087318482475481
24017,26145,63454,91650,-0.4070812875068194
24019,9390,6954,16730,0.1456066945606695
24021,68753,82409,155004,-0.0881009522334907
24023,11983,3456,15785,0.5401963889768768
24025,83050,62453,149020,0.1382163467990874
24027,49425,124764,180488,-0.4174183325207216
24029,5561,5251,11068,0.0280086736537766
24031,112637,386581,513919,-0.5330489824271918
24033,45008,347038,401881,-0.7515408790164253
24035,20200,11273,32136,0.2777881503609659
24037,33582,23531,58543,0.1716857694344328
24039,5805,4054,10090,0.1735381565906839
24041,11125,11119,22667,0.0002647019896766
24043,44054,27260,73001,0.2300516431281764
24045,24065,21513,46698,0.0546490213713649
24047,19632,12431,32728,0.2200256660963089
24510,27984,195109,229082,-0.7295422599767769
25001,57451,88129,147848,-0.2074968886964991
25003,19805,47094,68341,-0.3993064192797881
25005,134201,137813,276910,-0.0130439492976057
25007,2745,9137,12149,-0.5261338381759816
25009,155336,236624,399719,-0.2033628624108436
25011,12428,28305,42054,-0.3775384030056594
25013,92474,110937,207747,-0.0888725228282478
25015,23256,58617,84345,-0.4192423972968166
25017,235118,554471,809513,-0.3945001500902395
25019,2171,4784,7082,-0.3689635696131036
25021,132497,242712,383258,-0.2875739058284497
25023,133544,159962,298682,-0.0884485841128692
25025,66480,222280,297041,-0.5245067179278282
25027,183802,225680,418748,-0.100007641827543
26001,5257,2140,7481,0.4166555273359176
26003,3116,2075,5258,0.1979840243438569
26005,45206,25637,71890,0.2722075392961469
26007,10967,6038,17210,0.2864032539221383
26009,10341,6330,16882,0.2375903328989456
26011,6379,2662,9158,0.4058746451190216
26013,2779,1488,4332,0.2980147737765466
26015,25650,12391,38621,0.3433106341109759
26017,34792,25767,61331,0.1471523373171805
26019,6895,5780,12845,0.0868042039704165
26021,44975,38323,84478,0.0787423944695659
26023,14848,5911,21088,0.4237955235204856
26025,38606,28988,68490,0.1404292597459482
26027,18505,9050,27869,0.339265850945495
26029,10183,7197,17659,0.1690922475791381
26031,10653,5543,16423,0.3111489983559641
26033,11249,6796,18363,0.2424985024233513
26035,11772,5273,17288,0.3759254974548819
26037,26751,22450,49961,0.0860871479754207
26039,5613,2752,8476,0.3375412930627655
26041,14109,7462,21874,0.3038767486513669
26043,10324,4763,15311,0.3632029260009143
26045,33102,31056,65171,0.0313943318347117
26047,12465,10005,22848,0.1076680672268907
26049,105303,114670,223203,-0.0419662818152085
26051,10809,4501,15488,0.4072830578512397
26053,4803,3385,8292,0.1710082006753497
26055,31423,30339,62760,0.0172721478648821
26057,12894,6682,19848,0.3129786376461104
26059,18631,5875,24813,0.5140853584814412
26061,11181,7881,19364,0.1704193348481718
26063,13224,5522,18969,0.4060308925088302
26065,50564,94542,148012,-0.2971245574683134
26067,22179,11338,34013,0.3187310734131067
26069,10155,5344,15731,0.3058292543385671
26071,4501,2441,7027,0.2931549736729757
26073,16320,14011,30817,0.0749261771100366
26075,50199,32348,83803,0.2130114673699032
26077,58671,84501,145646,-0.1773478159372725
26079,8149,3206,11529,0.4287449041547402
26081,172720,192668,371722,-0.0536637594761676
26083,896,690,1611,0.1278708876474239
26085,4523,2298,6915,0.32176428054953
26087,38398,16338,55435,0.3979435374763236
26089,8035,9406,17680,-0.0775452488687782
26091,33463,20787,55012,0.23042245328292
26093,81217,49503,132402,0.2395281038050785
26095,2170,769,2985,0.4693467336683417
26097,4476,2675,7238,0.2488256424426637
26099,284660,214977,509056,0.1368867079456877
26101,8748,6309,15296,0.1594534518828452
26103,17459,20866,38992,-0.0873768978251948
26105,10830,6973,18056,0.2136132033673017
26107,14445,7688,22489,0.3004580016897149
26109,8647,4256,13060,0.3362174578866768
26111,28571,20926,50287,0.152027362936743
26113,7066,1945,9151,0.559610971478527
26115,57405,32622,91338,0.2713328516061222
26117,23946,10368,34835,0.389780393282618
26119,4599,1702,6391,0.4532936942575497
26121,47733,46028,95160,0.01791719209752
26123,20630,8131,29197,0.4280919272528
26125,337791,419519,771939,-0.105873650638198
26127,9547,5085,14870,0.3000672494956287
26129,8879,3578,12620,0.4200475435816164
26131,2479,1313,3841,0.3035667794845092
26133,9639,3326,13184,0.4788379854368932
26135,3716,1414,5192,0.4433744221879814
26137,10693,5052,15971,0.3532026798572412
26139,106133,69653,178402,0.2044820125334917
26141,5568,3036,8739,0.2897356676965328
26143,10582,5290,16065,0.3294117647058823
26145,52912,49515,103838,0.0327144205396867
26147,64277,30844,96519,0.3463877578507859
26149,19403,9452,29307,0.3395434537823728
26151,17080,5957,23339,0.476584258108745
26153,3196,1631,4897,0.3195834184194405
26155,24718,15335,40682,0.2306425446143257
26157,21764,8562,30716,0.4298085688240656
26159,23407,17175,41162,0.1514017783392449
26161,58844,157152,221304,-0.4442215233344178
26163,288860,537032,856511,-0.2897475922667659
26165,12968,6224,19476,0.3462723351817622
27001,6741,3524,10419,0.3087628371244841
27003,106974,97667,209656,0.0443917655588201
27005,12961,6435,19696,0.3313363119415109
27007,12898,11493,24807,0.0566372394888539
27009,15260,7084,22763,0.3591793700303123
27011,1796,964,2816,0.2954545454545454
27013,18001,17558,36326,0.0121951219512195
27015,9692,4576,14526,0.3521960622332369
27017,10435,9905,20746,0.0255470934155981
27019,35586,31869,68804,0.0540230219173303
27021,12759,6300,19316,0.3343860012424933
27023,4175,2026,6300,0.3411111111111111
27025,23047,11894,35502,0.3141513154188496
27027,15965,16121,32734,-0.0047656870532168
27029,3575,1169,4805,0.5007284079084287
27031,1142,2416,3641,-0.3499038725624828
27033,4157,1705,5965,0.4110645431684828
27035,27423,14173,42212,0.3138917843267317
27037,109995,143267,258590,-0.1286670018175491
27039,8095,4108,12448,0.3202924164524421
27041,16726,7938,25019,0.3512530476837604
27043,5247,2352,7739,0.374079338415816
27045,7638,4491,12335,0.2551276854479125
27047,10003,6448,16670,0.213257348530294
27049,16461,11731,28746,0.1645446322966673
27051,2266,1187,3531,0.3055791560464457
27053,197244,502710,716591,-0.4262766347888824
27055,6547,4667,11394,0.1649991223450939
27057,8809,4536,13570,0.3148857774502579
27059,18027,7384,25829,0.4120562158813736
27061,15863,10467,26760,0.2016442451420029
27063,3949,1581,5625,0.4209777777777778
27065,6818,2718,9682,0.4234662259863664
27067,15014,7814,23213,0.3101710248567613
27069,1535,911,2495,0.2501002004008015
27071,4204,2465,6776,0.2566410861865407
27073,2600,1314,3989,0.3223865630483831
27075,3265,3534,6929,-0.0388223408861307
27077,1710,604,2346,0.4714407502131287
27079,11503,5636,17422,0.3367581219148203
27081,2190,972,3226,0.3775573465592064
27083,8400,4284,12946,0.3179360420207014
27085,14394,6374,21131,0.3795371728739766
27087,1165,975,2176,0.0873161764705882
27089,3774,1177,5024,0.5169187898089171
27091,7442,3171,10765,0.3967487227124942
27093,9645,3802,13647,0.4281527075547739
27095,10570,4374,15163,0.4086262612939391
27097,15666,4306,20272,0.5603788476716653
27099,10297,8312,18926,0.1048821726725139
27101,3346,1329,4755,0.4241850683491062
27103,9540,9441,19354,0.0051152216596052
27105,5541,2599,8258,0.3562605957859045
27107,1963,1233,3285,0.2222222222222222
27109,39467,49121,90524,-0.1066457514029428
27111,24276,11752,36608,0.3421110139860139
27113,4756,2439,7361,0.3147670153511751
27115,11274,5339,16876,0.351682863237734
27117,3537,1215,4828,0.4809444904722453
27119,10162,4967,15387,0.3376226684863846
27121,4677,2398,7191,0.3169239326936448
27123,75284,195168,276736,-0.4332070999074931
27125,1425,642,2110,0.371090047393365
27127,5895,2300,8299,0.4331847210507289
27129,5610,2280,8042,0.4140761004725193
27131,18264,17353,36284,0.0251074853930107
27133,3690,1585,5361,0.3926506248834172
27135,6279,2093,8486,0.4932830544426114
27137,50065,66335,118587,-0.1371988497896059
27139,47837,40214,89806,0.0848829699574638
27141,38491,18329,57777,0.3489623898783253
27143,6014,2351,8512,0.4303336466165414
27145,53932,30829,86361,0.2675165873484558
27147,12742,7650,20809,0.2447018117160843
27149,3213,1827,5122,0.2705974228816868
27151,3340,1618,5041,0.3415988891093036
27153,10392,3072,13672,0.5354008191925103
27155,1165,597,1801,0.3153803442531926
27157,8523,4721,13481,0.2820265558934797
27159,6028,1898,8024,0.5147058823529411
27161,6770,3402,10361,0.3250651481517227
27163,75271,90324,168743,-0.0892066633875182
27165,3087,1723,4910,0.2778004073319756
27167,2290,986,3343,0.390068800478612
27169,14288,12929,27721,0.0490242054759929
27171,57211,30883,89700,0.2935117056856187
27173,3738,1548,5391,0.4062326099053978
28001,5081,6743,11928,-0.1393360160965794
28003,12657,2328,15112,0.6834965590259396
28005,4484,2246,6815,0.3283932501834188
28007,4723,2930,7703,0.232766454628067
28009,2535,1318,3880,0.313659793814433
28011,3943,6419,10435,-0.2372783900335409
28013,4443,1547,6034,0.4799469671859462
28015,3730,1431,5194,0.4426261070465922
28017,4079,3090,7234,0.1367155100912357
28019,2881,965,3890,0.4925449871465295
28021,558,2950,3541,-0.6755153911324485
28023,5093,2430,7571,0.3517368907674019
28025,4017,4960,9057,-0.1041183614883515
28027,2008,4711,6790,-0.3980854197349042
28029,6134,5426,11665,0.0606943849121303
28031,5869,2921,8861,0.3326938268818418
28033,48064,29023,79082,0.2407753976884752
28035,16579,11475,28466,0.1793016229888288
28037,2831,1213,4066,0.3979340875553369
28039,9858,1138,11069,0.787785707832686
28041,4776,835,5649,0.6976456009913259
28043,5651,4060,9766,0.1629121441736636
28045,16684,4262,21175,0.5866351829988193
28047,48497,26555,75923,0.2890033323235383
28049,22816,62840,86830,-0.4609466774156398
28051,1243,5420,6730,-0.6206537890044577
28053,990,2443,3468,-0.4189734717416378
28055,296,287,622,0.0144694533762058
28057,9523,1027,10621,0.7999246775256567
28059,36376,15469,52410,0.3989124212936462
28061,4118,3722,7890,0.050190114068441
28063,541,2727,3299,-0.6626250378902698
28065,2302,3041,5378,-0.1374116772034214
28067,20265,7272,27755,0.4681318681318682
28069,1691,2381,4086,-0.1688693098384728
28071,14050,8956,23409,0.2176086120722798
28073,20775,7038,28171,0.4876291221468886
28075,16487,10677,27407,0.2119896376838034
28077,4113,1899,6053,0.3657690401453825
28079,5143,3182,8380,0.2340095465393794
28081,24339,10616,35338,0.3883355028581131
28083,2854,6476,9421,-0.3844602483812758
28085,11432,4262,15802,0.4537400329072269
28087,13087,11096,24426,0.0815115041349382
28089,32333,22700,55710,0.1729133010231556
28091,7874,3215,11188,0.4164283160529138
28093,7977,6888,14983,0.0726823733564706
28095,10861,5090,16069,0.3591387142946045
28097,2658,1737,4424,0.2081826401446654
28099,8154,2622,10861,0.5093453641469478
28101,6641,2603,9323,0.4331223854982302
28103,1151,3269,4449,-0.476062036412677
28105,8901,8851,18051,0.002769929643787
28107,8202,6061,14422,0.1484537512134239
28109,20438,3982,24671,0.6670179563049734
28111,4425,1078,5539,0.6042606968766926
28113,7943,7402,15485,0.0349370358411366
28115,11740,2214,14068,0.6771396076201308
28117,8581,1727,10381,0.6602446777767075
28119,902,1725,2677,-0.307433694434068
28121,50896,18060,69678,0.4712534802950716
28123,6098,3729,9891,0.2395106662622586
28125,551,1201,1766,-0.3680634201585503
28127,7552,3479,11094,0.3671353884982873
28129,6146,1486,7676,0.6070870244919229
28131,6214,1620,7919,0.580123752999116
28133,2515,5312,7876,-0.3551295073641442
28135,2333,2630,5012,-0.0592577813248204
28137,9185,3555,12861,0.4377575616204028
28139,7984,1547,9591,0.671150036492545
28141,8064,921,9050,0.7892817679558011
28143,799,1837,2668,-0.389055472263868
28145,10559,1807,12478,0.7013944542394615
28147,4114,2355,6529,0.2694133864297748
28149,9407,8683,18298,0.039567165810471
28151,4649,9735,14540,-0.3497936726272352
28153,6013,3028,9119,0.3273385239609607
28155,4195,872,5095,0.6522080471050049
28157,1075,1817,2931,-0.2531559194814057
28159,4922,3392,8384,0.1824904580152672
28161,3518,2289,5878,0.2090847226947941
28163,4558,4342,8971,0.0240775833240441
29001,6771,3334,10234,0.3358413132694938
29003,7407,2312,9846,0.5174690229534836
29005,2152,529,2713,0.5982307408772577
29007,7699,2688,10519,0.4763760813765567
29009,13138,2873,16160,0.6352103960396039
29011,5159,820,6014,0.7214832058530096
29013,6702,1563,8340,0.6161870503597122
29015,8526,2166,10769,0.590584083944656
29017,5365,756,6161,0.7480928420710924
29019,39673,48452,89978,-0.097568294471982
29021,22606,12598,35737,0.2800458908134426
29023,14549,3160,17859,0.6377176773615545
29025,3771,888,4703,0.6130129704443972
29027,15206,5926,21447,0.432694549354222
29029,19597,5724,25548,0.5430170659151401
29031,29315,10561,40336,0.4649444664815549
29033,3708,789,4528,0.6446554770318021
29035,2488,364,2862,0.7421383647798743
29037,38792,19753,59327,0.3209162775801911
29039,6064,1060,7187,0.6962571309308474
29041,3179,875,4088,0.5636007827788649
29043,38379,11850,50770,0.5225329919243648
29045,2679,628,3333,0.6153615361536153
29047,67688,60345,130063,0.0564572553301092
29049,8235,2855,11228,0.4791592447452796
29051,26686,12874,40128,0.3441985645933014
29053,6393,2347,8833,0.4580550209441866
29055,8742,2007,10829,0.6219410841259582
29057,3480,671,4185,0.6712066905615293
29059,6907,1458,8440,0.6456161137440758
29061,3185,701,3925,0.6328662420382166
29063,3885,870,4814,0.6262982966348151
29065,6013,1025,7103,0.7022384907785443
29067,6242,996,7289,0.7197146384963644
29069,8096,1885,10051,0.6179484628395184
29071,40126,14694,55454,0.4586143470263642
29073,6370,1555,7996,0.6021760880440221
29075,2651,616,3292,0.6181652490887
29077,85956,55971,143935,0.2083232014450967
29079,3582,784,4400,0.6359090909090909
29081,3293,534,3845,0.717555266579974
29083,8286,2535,10932,0.5260702524698134
29085,4108,978,5120,0.611328125
29087,1982,357,2352,0.6909013605442177
29089,3534,1341,4955,0.4425832492431887
29091,15733,3073,18963,0.6676158835627274
29093,3644,824,4517,0.624308169138809
29095,125610,187026,317702,-0.1933132306375156
29097,39084,13943,53756,0.467687327926185
29099,80796,36965,119287,0.3674415485342074
29101,16298,6960,23591,0.3958289178076384
29103,1479,311,1810,0.6453038674033149
29105,14155,2756,17076,0.6675450925275239
29107,12720,4294,17244,0.4886337276733936
29109,15001,3248,18417,0.6381603952869631
29111,3565,872,4484,0.6005798394290812
29113,24866,6908,32129,0.5589342961187712
29115,4437,1183,5684,0.5724841660802252
29117,5395,1422,6871,0.5782273322660457
29119,7843,1423,9338,0.6875133861640609
29121,6300,1481,7838,0.614825210512886
29123,4721,986,5753,0.6492264905266817
29125,3987,755,4786,0.6753029669870456
29127,9991,3032,13148,0.5292820200790995
29129,1545,235,1792,0.7310267857142858
29131,10826,2067,13009,0.6733030978553309
29133,3404,1015,4449,0.5369746010339402
29135,5877,1313,7273,0.6275264677574591
29137,3476,857,4376,0.598491773308958
29139,4776,1170,5996,0.6014009339559707
29141,7725,1914,9733,0.597040994554608
29143,5203,1561,6811,0.5347232418147114
29145,22923,5867,29083,0.5864594436612454
29147,6909,2674,9682,0.4374096261103078
29149,3884,696,4612,0.6912402428447528
29151,6657,1009,7725,0.7311326860841423
29153,4044,698,4779,0.7001464741577735
29155,3917,1331,5270,0.4907020872865275
29157,7986,1757,9823,0.6341239947063015
29159,13907,4703,18877,0.4875774752344122
29161,13658,5379,19294,0.4290971286410283
