county_fips,votes_gop,votes_dem,total_votes,per_point_diff
6089,59539,27130,88900,0.3645556805399325
6091,1066,641,1754,0.24230330672748
6093,12461,8329,21489,0.1922844245893247
6095,70345,113997,189834,-0.2299482705943087
6097,63426,179600,251426,-0.4620604074359851
6099,106986,85347,197472,0.1095800923675254
6101,25372,13016,39336,0.3141142973357738
6103,18503,7415,26532,0.417910447761194
6105,2979,2449,5645,0.0938883968113374
6107,81854,53221,138271,0.2070788523985506
6109,17210,10909,28810,0.2187087816730302
6111,158901,217424,387595,-0.1509900798513913
6113,27844,61405,92589,-0.3624728639471211
6115,18491,10725,30070,0.2582640505487196
8001,103024,124056,233336,-0.0901361127301402
8003,4057,3244,7519,0.1081260805958238
8005,125311,190725,325451,-0.200994927039708
8007,5218,3904,9355,0.1404596472474612
8009,1686,275,2004,0.7040918163672655
8011,1496,645,2189,0.3887619917770671
8013,40758,150149,196150,-0.5576905429518225
8014,16071,29426,46817,-0.2852596279129377
8015,6034,7992,14416,-0.1358213096559378
8017,930,108,1055,0.7791469194312797
8019,2452,3464,6101,-0.1658744468119979
8021,2358,1627,4104,0.1781189083820663
8023,850,1155,2080,-0.1466346153846154
8025,1231,422,1706,0.4742086752637749
8027,2583,1188,3867,0.3607447633824671
8029,12948,6030,19476,0.3552064078866297
8031,74765,278634,363076,-0.5615050292500744
8033,1076,325,1419,0.529245947850599
8035,127451,110408,243758,0.069917705265058
8037,10148,16943,27798,-0.2444420461903734
8039,15209,4768,20417,0.511387569182544
8041,203933,166597,380813,0.0980428714355865
8043,17313,7526,25467,0.3843012526014057
8045,14493,15128,30372,-0.0209074147240879
8047,1729,2254,4129,-0.1271494308549285
8049,4822,4743,9883,0.0079935242335323
8051,3689,6887,10939,-0.2923484779230277
8053,332,257,606,0.1237623762376237
8055,2346,1965,4438,0.0858494817485354
8057,634,173,834,0.5527577937649881
8059,140505,210875,361504,-0.194658980260246
8061,744,102,863,0.7439165701042874
8063,3083,556,3698,0.6833423472147107
8065,1557,2199,3911,-0.1641523906929174
8067,14024,20677,35681,-0.1864577786497014
8069,89680,129376,225482,-0.1760495294524618
8071,4328,3276,7792,0.1350102669404517
8073,2090,432,2571,0.6448852586542201
8075,7855,2098,10162,0.5665223381224169
8077,55839,33573,91600,0.2430786026200873
8079,417,317,753,0.1328021248339972
8081,5358,1167,6671,0.6282416429320942
8083,8972,5793,15136,0.2100290697674419
8085,16704,8354,25617,0.3259554202287544
8087,9830,3291,13458,0.4858820032694309
8089,5520,3164,8925,0.2639775910364146
8091,1573,2442,4098,-0.2120546608101512
8093,6828,4841,12044,0.1649784124875456
8095,1888,412,2354,0.627017841971113
8097,2992,7932,11167,-0.4423748544819557
8099,3833,1227,5144,0.5066096423017107
8101,43688,39328,85107,0.0512296285851928
8103,2988,637,3690,0.6371273712737128
8105,3743,2306,6194,0.2319987084275104
8107,5676,10208,16335,-0.2774410774410774
8109,1577,1704,3400,-0.0373529411764706
8111,188,376,588,-0.3197278911564626
8113,1154,3529,4804,-0.4943796835970026
8115,1048,283,1358,0.5633284241531664
8117,5244,11762,17542,-0.3715653859309086
8119,10856,5065,16326,0.3547102780840377
8121,2436,329,2806,0.7508909479686385
8123,106469,68752,179854,0.2097089861776774
8125,3807,758,4663,0.6538708985631567
9110,181038,285105,474268,-0.2194265689441413
9120,51519,83461,137015,-0.2331277597343356
9130,44318,58360,104480,-0.1343989280245023
9140,115290,99237,217520,0.0738001103346818
9150,29028,21165,50962,0.1542914328323064
9160,31944,31137,64076,0.0125944191272863
9170,103087,156248,264854,-0.2007181314988635
9180,58392,76146,136954,-0.1296347678782657
9190,122302,181194,308300,-0.1910217320791437
10001,42458,44222,88141,-0.0200133876402581
10003,90868,180700,275917,-0.3255761696452194
10005,81025,64836,147639,0.109652598568129
11001,2056,36882,40463,-0.8606875417047674
11002,2982,33571,37959,-0.8058431465528597
11003,3544,39521,44584,-0.8069486811412165
11004,2511,38628,42403,-0.8517557719972643
11005,2309,41413,45114,-0.8667819302212173
11006,3638,43262,48678,-0.8140022186614077
11007,2092,33972,37037,-0.8607608607608607
11008,1944,26936,29631,-0.843440990854173
12001,52939,81578,136548,-0.2097357705715206
12003,12926,1982,14977,0.7307204380049408
12005,71497,25201,97775,0.4734952697519815
12007,10920,2946,13932,0.5723514211886305
12009,216533,141233,361449,0.2083281458795016
12011,358952,507328,874526,-0.1696644811017625
12013,5367,1021,6428,0.6761045426260112
12015,82480,40450,123674,0.3398450765722788
12017,71356,26276,98233,0.4589089206274876
12019,87711,37926,126806,0.3926076053183603
12021,143267,71720,216363,0.3306803843540716
12023,25108,8250,33592,0.5018456775422719
12027,8888,3525,12488,0.4294522741832158
12029,6920,1183,8148,0.7040991654393716
12031,236285,229365,471268,0.0146837892664046
12033,96407,64601,162754,0.1954237683866449
12035,51014,28431,79963,0.2824181183797506
12037,4831,1870,6758,0.4381473808819177
12039,7495,14203,21868,-0.3067495884397293
12041,8931,1662,10686,0.680235822571589
12043,4034,1222,5279,0.532676643303656
12045,6684,1970,8697,0.5420259859721743
12047,3964,1727,5733,0.3901971044828187
12049,6336,1751,8143,0.5630602971877687
12051,9253,4096,13460,0.3831352154531947
12053,75446,34431,110687,0.3705493870102179
12055,36382,15227,51905,0.407571524901262
12057,342017,321455,671981,0.0305990794382579
12059,8193,882,9116,0.8019964896884599
12061,62737,35654,99015,0.2735242135030045
12063,16074,5892,22098,0.4607656801520499
12065,5011,3429,8502,0.1860738649729476
12067,3296,441,3756,0.7601171458998935
12069,140500,84546,226781,0.2467314281178758
12071,250661,139240,392519,0.2838614181733877
12073,60397,94520,156800,-0.2176211734693877
12075,18245,5994,24377,0.502563892193461
12077,2898,566,3490,0.6681948424068769
12079,5874,3231,9156,0.2886631716906946
12081,140486,86674,228856,0.235134757227252
12083,140173,72436,214101,0.3163787184553084
12085,64121,33539,98291,0.3111373370908831
12086,605590,480355,1094093,0.1144646753063953
12087,26064,17933,44327,0.1834322196403997
12089,47945,17143,65621,0.4693924201094162
12091,80309,32074,113634,0.4244768291180457
12093,12315,3671,16058,0.5382986673309254
12095,258279,340807,607191,-0.1359176931146872
12097,86713,84205,172776,0.0145159049868037
12099,366836,372512,745697,-0.0076116706919834
12101,197779,117450,318463,0.252239663634394
12103,269472,242452,517058,0.0522571935836985
12105,209044,136879,348922,0.2068227282888439
12107,26700,9354,36272,0.4782201146890163
12109,128759,66862,197452,0.3134787188785122
12111,100293,83517,185131,0.0906169145091853
12113,84314,27035,112424,0.5094908560449726
12115,163219,112668,277857,0.1819317130754309
12117,129735,120717,253720,0.0355431183982342
12119,72134,32551,105217,0.3762034652194988
12121,17561,4217,21891,0.6095655748937919
12123,7954,1991,9997,0.596478943683105
12125,5224,971,6231,0.6825549670999839
12127,187691,120132,310495,0.2175848242322743
12129,14246,5441,19856,0.4434427880741338
12131,38970,10287,49601,0.5782746315598476
12133,10370,2140,12584,0.6540050858232676
13001,6761,1560,8334,0.6240700743940485
13003,2350,700,3057,0.5397448478900884
13005,4186,645,4839,0.7317627609010127
13007,883,590,1476,0.1985094850948509
13009,9574,9159,18825,0.0220451527224435
13011,9358,1136,10519,0.7816332350983934
13013,30730,12949,43934,0.4047207174397961
13015,43271,13942,57547,0.5096529793038734
13017,4281,2199,6501,0.3202584217812644
13019,6841,1209,8068,0.6980664352999505
13021,26658,42172,69181,-0.2242523236148653
13023,4685,1339,6044,0.5536068828590338
13025,7744,736,8500,0.8244705882352942
13027,4560,2629,7210,0.2678224687933426
13029,16738,7779,24651,0.3634335321082309
13031,20985,11514,32657,0.2900143920139633
13033,6027,4994,11070,0.0933152664859981
13035,9424,3544,13019,0.4516475919809509
13037,900,1153,2056,-0.1230544747081712
13039,17819,8405,26393,0.356685484787633
13043,3366,1196,4568,0.4750437828371278
13045,42536,17634,60494,0.4116441299963633
13047,27150,7704,35038,0.5549974313602375
13049,3607,1007,4628,0.5617977528089888
13051,57336,82758,141109,-0.1801586007979646
13053,982,703,1694,0.1646989374262102
13055,8769,1896,10706,0.6419764617971231
13057,112142,48838,162281,0.390088796593563
13059,16049,36297,52887,-0.3828540094919357
13061,663,771,1442,-0.0748959778085991
13063,16877,94203,111729,-0.6920853135712304
13065,2201,702,2908,0.515474552957359
13067,168679,228404,401369,-0.1488032209762089
13069,11388,4295,15715,0.4513522112631243
13071,12451,4114,16611,0.5018963337547409
13073,53657,31624,85920,0.2564362197392923
13075,5374,1956,7357,0.4645915454669022
13077,57204,28111,85916,0.3386214442013129
13079,4742,1582,6340,0.4984227129337539
13081,5099,2993,8116,0.2594874322326269
13083,6804,1343,8200,0.6659756097560975
13085,16115,3350,19561,0.6525739992842902
13087,7140,4372,11549,0.2396744306866394
13089,62622,299630,366008,-0.6475486874603834
13091,6249,2081,8350,0.4991616766467066
13093,2243,1921,4177,0.0770888197270768
13095,9904,23831,33850,-0.4114327917282127
13097,23996,46240,70721,-0.3145317515306627
13099,2718,2158,4879,0.1147776183644189
13101,1307,127,1438,0.8205841446453408
13103,26943,9144,36244,0.4910881801125703
13105,6860,2700,9589,0.4338304307018459
13107,6919,2673,9619,0.441418026821915
13109,3011,1214,4244,0.4234213006597549
13111,13232,2807,16096,0.6476764413518887
13113,38177,35822,74633,0.031554406227808
13115,31631,12862,44738,0.4195314944789664
13117,91281,45509,138249,0.3310837691411873
13119,10459,1647,12140,0.7258649093904448
13121,144655,384752,535238,-0.4485798840889473
13123,14976,3413,18481,0.6256696066230183
13125,1534,133,1670,0.8389221556886227
13127,27558,16144,43912,0.2599289488067042
13129,22495,4982,27606,0.634391074404115
13131,7385,3290,10718,0.3820675499160291
13133,8215,4514,12786,0.2894572188330987
13135,173041,242507,420681,-0.1651274956558532
13137,19142,4036,23280,0.6488831615120274
13139,72991,28347,101973,0.4378021633177409
13141,1364,2864,4240,-0.3537735849056603
13143,14239,2065,16364,0.7439501344414569
13145,16283,5976,22353,0.4611014181541627
13147,11064,3210,14331,0.5480427046263345
13149,5335,859,6210,0.7207729468599035
13151,44982,83253,129034,-0.2965962459506796
13153,45090,35907,81514,0.112655494761636
13155,3340,986,4342,0.5421464762782129
13157,36497,10472,47243,0.5508752619435684
13159,7203,1881,9118,0.5836806317174819
13161,4935,924,5872,0.6830722070844687
13163,3765,3674,7463,0.0121934878735093
13165,2217,1179,3409,0.3044881196831915
13167,2913,1066,3984,0.4636044176706827
13169,11079,4959,16092,0.3803131991051454
13171,7575,2795,10412,0.4590856703803304
13173,2726,995,3736,0.4633297644539614
13175,15460,7820,23352,0.3271668379582049
13177,12655,4957,17683,0.4353333710343268
13179,9441,13459,23028,-0.174483237797464
13181,3559,1351,4931,0.4477793551003853
13183,4557,2476,7056,0.2949263038548753
13185,28081,19487,47795,0.179809603515012
13187,14339,3356,17808,0.616745283018868
13189,6562,3937,10537,0.2491221410268577
13191,4747,2628,7408,0.2860421166306696
13193,1916,2755,4686,-0.1790439607341016
13195,12951,3753,16787,0.5479239888008578
13197,2348,1253,3621,0.3024026512013256
13199,7375,4373,11788,0.2546657617916525
13201,2045,670,2724,0.5047723935389133
13205,5150,3701,8877,0.1632308212233862
13207,12954,4689,17704,0.466843651152282
13209,3033,927,3973,0.5300780266800906
13211,9589,3533,13181,0.4594492071921706
13213,14965,2459,17468,0.7159377146782688
13215,30616,49413,80491,-0.2335292144463355
13217,24893,33839,59051,-0.1514961643325261
13219,18424,8620,27287,0.3592919705354198
13221,6255,2515,8822,0.4239401496259351
13223,58769,35802,95196,0.2412601369805454
13225,7104,6293,13454,0.0602794707893563
13227,17281,3522,20915,0.657853215395649
13229,8655,1089,9761,0.7751254994365331
13231,10864,1648,12549,0.7344011475017929
13233,15352,3749,19171,0.6052370768348025
13235,3036,1281,4336,0.4047509225092251
13237,9136,3696,12877,0.4224586472004349
13239,656,480,1140,0.1543859649122807
13241,8151,2222,10423,0.5688381464069846
13243,1373,1601,2990,-0.0762541806020067
13245,26472,56657,83578,-0.3611596353107277
13247,11711,33165,45160,-0.475066430469442
13249,1970,453,2428,0.6247940691927513
13251,4325,2581,6920,0.2520231213872832
13253,2811,1191,4007,0.404292488145745
13255,19184,13679,33038,0.1666263090986136
13257,10632,2404,13099,0.6281395526376059
13259,847,1177,2028,-0.1627218934911242
13261,5869,6136,12049,-0.022159515312474
13263,1483,1888,3379,-0.1198579461379106
13265,375,507,884,-0.1493212669683257
13267,6515,1967,8512,0.5343045112781954
13269,2600,1366,3982,0.3098945253641386
13271,2930,1274,4214,0.3929757949691504
13273,2075,2253,4341,-0.0410043768716885
13275,13670,8347,22080,0.2410778985507246
13277,11496,5438,16989,0.3565836717876273
13279,8208,2674,10912,0.5071480938416422
13281,7155,1649,8838,0.6229916270649468
13283,2250,864,3121,0.4440884331944889
13285,19392,11757,31304,0.2438985433171479
13287,2457,1365,3833,0.2848943386381424
13289,2549,1895,4456,0.1467684021543985
13291,14477,3309,17880,0.6246085011185682
13293,9528,4098,13662,0.3974527887571365
13295,25462,6436,32086,0.5929688960917534
13297,42407,15605,58376,0.4591270385089762
13299,10279,4068,14392,0.4315591995553085
13301,1232,1354,2592,-0.0470679012345679
13303,4824,4643,9493,0.0190666807121037
13305,10811,2708,13561,0.5975223066145564
13307,790,544,1336,0.1841317365269461
13309,1648,622,2276,0.4507908611599296
13311,14136,2609,16825,0.6851114413075781
13313,28655,10953,39828,0.4444611830872752
13315,2493,847,3347,0.4917836868837765
13317,2971,2112,5098,0.1684974499803845
13319,2888,2012,4908,0.1784841075794621
13321,6991,2300,9309,0.5039209367278978
15001,28748,52163,82823,-0.282711324149089
15003,130489,204301,340921,-0.216507636666559
15007,11803,17675,30064,-0.1953166577967003
15009,22621,38905,62893,-0.2589159365907176
16001,143759,116116,267340,0.1034001645844243
16003,2037,577,2679,0.5449794699514744
16005,24329,14306,39971,0.2507567986790424
16007,2908,346,3325,0.7705263157894737
16009,4094,935,5144,0.6141135303265941
16011,16188,3878,20643,0.5963280530930581
16013,4281,8424,13087,-0.3165736990907006
16015,3727,1065,4910,0.5421588594704685
16017,21352,7650,29698,0.4613778705636743
16019,40053,14458,56419,0.453659228274163
16021,5794,1145,7110,0.6538677918424753
16023,1268,185,1494,0.7248995983935743
16025,547,153,728,0.5412087912087912
16027,72755,25669,101001,0.4661934040257027
16029,2906,445,3456,0.7120949074074074
16031,7959,1359,9557,0.6905932824107984
16033,280,50,333,0.6906906906906907
16035,3550,774,4418,0.6283386147578089
16037,1998,586,2650,0.5328301886792453
16039,7791,2611,10672,0.4853823088455772
16041,6279,703,7184,0.7761692650334076
16043,5645,954,6803,0.6895487285021313
16045,8707,1699,10620,0.6598870056497175
16047,4676,1100,5918,0.6042581953362622
16049,8148,1460,9858,0.6784337593832421
16051,13481,1891,15819,0.7326632530501296
16053,6012,1742,7945,0.5374449339207049
16055,72059,22113,96340,0.5184347104006644
16057,10669,9039,20440,0.0797455968688845
16059,3716,1038,4873,0.5495587933511185
16061,1503,305,1843,0.6500271296798698
16063,1466,392,1917,0.5602503912363067
16065,13925,2767,17358,0.6428159926258786
16067,6401,1373,7947,0.6326915817289542
16069,13707,5928,20132,0.3863997615736141
16071,2119,253,2457,0.7594627594627594
16073,4101,756,4950,0.6757575757575758
16075,9458,2064,11760,0.6287414965986394
16077,2146,785,3019,0.4508115269956939
16079,4500,1472,6130,0.4939641109298531
16081,3005,3463,6698,-0.0683786204837264
16083,27304,9064,37373,0.4880528723945093
16085,4214,2869,7240,0.1857734806629835
16087,4429,1010,5553,0.615703223482802
17001,23161,8111,31744,0.4741053427419355
17003,1341,904,2271,0.1924262439453984
17005,5692,2117,7981,0.4479388547801028
17007,13673,10159,24216,0.1451106706309878
17009,1938,467,2455,0.5991853360488798
17011,9784,5900,15992,0.2428714357178589
17013,2059,560,2680,0.5593283582089552
17015,5082,2600,7836,0.316743236345074
17017,3712,1438,5241,0.4338866628506009
17019,32965,54314,88627,-0.2408859602604173
17021,11278,4026,15534,0.4668469164413544
17023,6130,1927,8203,0.5123735218822382
17025,5610,1054,6766,0.6733668341708543
17027,14407,4447,19215,0.5183450429352068
17029,13606,7495,21469,0.2846429735898271
17031,583852,1447821,2056800,-0.4200549397121743
17033,6727,2048,8927,0.5241402486837683
17035,4627,1059,5768,0.6185852981969487
17037,22716,23648,47186,-0.0197516212435892
17039,5529,2058,7736,0.4486814891416752
17041,6076,2198,8404,0.4614469300333175
17043,191243,251164,449660,-0.1332584619490281
17045,5955,1816,7906,0.5235264356185176
17047,2794,457,3288,0.7107664233576643
17049,15124,3617,19062,0.6036617353897806
17051,7847,1632,9601,0.6473284032913238
17053,4778,1643,6547,0.4788452726439591
17055,13200,4257,17685,0.5056827820186599
17057,9827,5980,16137,0.2383962322612629
17059,1923,561,2529,0.538552787663108
17061,4719,1220,6054,0.5779649818301948
17063,16997,9143,26539,0.295941821470289
17065,3385,739,4181,0.6328629514470222
17067,6708,2183,9058,0.4995584014131154
17069,1546,357,1925,0.6176623376623377
17071,2369,1026,3462,0.3879260543038705
17073,15359,9226,25062,0.2447131114835208
17075,10376,2747,13307,0.5733072818817163
17077,10614,11394,22331,-0.0349290224351797
17079,4449,912,5421,0.6524626452684006
17081,12189,4240,16639,0.4777330368411563
17083,8684,2816,11691,0.5019245573518091
17085,7136,5051,12385,0.1683488090431973
17087,4798,1241,6103,0.5828281173193511
17089,99260,120077,222364,-0.0936167724991455
17091,28285,18399,47515,0.2080606124381774
17093,31970,32977,65970,-0.0152645141731089
17095,11917,9838,22175,0.0937542277339346
17097,120402,184642,309323,-0.2076793513576423
17099,30717,21029,52432,0.1847726579188282
17101,4715,1283,6103,0.5623463870227757
17103,9680,6105,16091,0.2221738860232428
17105,11970,4311,16538,0.4631152497278993
17107,8757,3543,12555,0.4152927120669056
17109,6987,4736,11940,0.1885259631490787
17111,83933,75370,161699,0.0529564190254733
17113,40290,44495,86168,-0.048800018568378
17115,26562,18009,45224,0.1891252432336813
17117,16065,6892,23403,0.3919582959449643
17119,73925,56341,132599,0.1326103515109465
17121,12409,4116,16756,0.4949271902602053
17123,4119,1913,6127,0.3600456993634731
17125,4464,1773,6371,0.4223826714801444
17127,4939,1683,6676,0.4877171959257039
17129,4499,1834,6423,0.4149151486844153
17131,5215,2950,8345,0.2714200119832234
17133,14055,6473,20889,0.3629661544353488
17135,9378,3573,13187,0.4402062637445969
17137,9607,4848,14649,0.3248685917127449
17139,4816,1615,6523,0.490725126475548
17141,16450,8883,25749,0.2938754903103032
17143,36896,40564,78731,-0.0465890183028286
17145,6949,2146,9241,0.5197489449193811
17147,6104,3204,9496,0.3053917438921651
17149,6086,1302,7506,0.6373567812416734
17151,1698,416,2132,0.6013133208255159
17153,1583,769,2377,0.3424484644509886
17155,2014,1254,3331,0.2281597117982587
17157,10624,3461,14332,0.4997906782026235
17159,5889,1747,7743,0.5349347798011107
17161,28061,34126,63267,-0.0958635623626851
17163,54021,63433,119655,-0.0786594793364255
17165,7830,2634,10602,0.4900962082625919
17167,50979,46074,98845,0.0496231473519146
17169,2720,961,3756,0.4683173588924388
17171,2071,488,2587,0.611905682257441
17173,9267,2240,11664,0.6024519890260631
17175,1983,725,2761,0.4556320173850054
17177,12347,8278,20965,0.1940853803958979
17179,42451,24325,67966,0.2666921696142189
17181,5837,2285,8224,0.4319066147859922
17183,19777,9254,29509,0.3566030702497542
17185,4095,1200,5377,0.5384043146736098
17187,4579,2711,7432,0.2513455328310011
17189,5892,1564,7561,0.5724110567385267
17191,7019,1155,8267,0.7093262368452885
17193,5586,1390,7064,0.5939977349943375
17195,14898,11012,26429,0.1470354534791327
17197,157672,162874,324971,-0.0160075822150284
17199,22686,9890,32998,0.3877810776410691
17201,59257,59942,121048,-0.0056589121670742
17203,14837,5958,21113,0.4205465826741817
18001,10528,3179,13959,0.5264703775342073
18003,90283,69960,162979,0.1246970468587977
18005,22220,12525,35464,0.2733758177306564
18007,2873,1010,3954,0.4711684370257967
18009,3811,1227,5135,0.5032132424537488
18011,22840,16426,40062,0.1601018421446757
18013,5647,2832,8627,0.326301147559986
18015,6902,2120,9177,0.5210853220006538
18017,10285,3722,14207,0.4619553741113535
18019,34734,22810,58570,0.203585453303739
18021,9354,2495,12050,0.5692116182572614
18023,9108,3135,12443,0.480028931929599
18025,3668,1235,5011,0.4855318299740571
18027,9322,1963,11445,0.6429882044560944
18029,20844,5335,26588,0.5833082593651271
18031,9491,2406,12111,0.5850053670217158
18033,14377,5064,19785,0.4707101339398534
18035,26067,18848,45736,0.1578406506909218
18037,14983,5944,21406,0.4222647855741381
18039,45652,23082,69694,0.3238442333629867
18041,7625,2084,9838,0.563224232567595
18043,23408,17025,41144,0.1551380517207856
18045,6311,1526,7981,0.599548928705676
18047,9810,2061,12032,0.6440325797872339
18049,6633,2097,8851,0.5124844650321998
18051,11896,3722,15897,0.5141850663647229
18053,17580,7083,25133,0.4176580591254526
18055,11132,3270,14633,0.5372787535023577
18057,102318,90394,196441,0.0607001593353729
18059,29288,14312,44431,0.3370619612432761
18061,14830,5233,20440,0.4695205479452055
18063,49783,31917,83116,0.2149525963713364
18065,15033,5208,20592,0.4771270396270397
18067,25871,12197,38778,0.3526226210738047
18069,12990,4416,17720,0.4838600451467268
18071,14323,4015,18653,0.552618881681231
18073,12082,3489,15821,0.543138866064092
18075,6217,1747,8102,0.5517156257714144
18077,9614,4442,14325,0.3610471204188482
18079,9273,2328,11809,0.5881107629773902
18081,51588,24880,77794,0.343316965318662
18083,11236,3625,15105,0.5038728897715988
18085,26213,7995,34855,0.5226796729307129
18087,8073,2162,10408,0.5679285165257495
18089,97270,109086,209407,-0.0564260029511907
18091,26726,20007,47529,0.141366323718151
18093,15830,5010,21209,0.5101607808006035
18095,34837,19824,55716,0.2694558116160528
18097,124327,221719,351910,-0.2767525787843483
18099,13837,5356,19540,0.4340327533265097
18101,3961,933,4987,0.6071786645277722
18103,10670,3046,13977,0.5454675538384489
18105,21004,37213,59099,-0.2742686001455185
18107,12122,4134,16572,0.4820178614530533
18109,26965,7765,35340,0.5432937181663837
18111,5131,1370,6601,0.5697621572489017
18113,14209,4462,18962,0.5140280561122245
18115,2381,666,3091,0.5548366224522808
18117,6467,1988,8590,0.5214202561117578
18119,7360,2354,9875,0.5069367088607595
18121,5158,1371,6653,0.5692168946339997
18123,5549,2970,8666,0.2975998153704131
18125,4610,1314,6009,0.5485105674821101
18127,46109,37213,84877,0.1048104904744512
18129,9206,3572,12972,0.4343200740055504
18131,4372,1280,5761,0.5367123763235548
18133,12566,3871,16731,0.5196939812324428
18135,8008,2349,10547,0.5365506779178913
18137,11526,2682,14384,0.6148498331479422
18139,5812,1675,7655,0.5404310907903331
18141,53585,55215,110419,-0.0147619522002554
18143,7633,2389,10187,0.5147737312260725
18145,14438,4955,19754,0.4800546724713981
18147,7364,2853,10426,0.4326683291770574
18149,7889,2436,10478,0.5204237449895018
18151,11487,4598,16354,0.4212425094778036
18153,6639,2006,8792,0.5269563239308462
18155,3319,873,4257,0.5745830396993188
18157,32783,32683,66761,0.0014978804990937
18159,5946,1893,7976,0.5081494483450351
18161,2698,746,3493,0.5588319496135127
18163,41056,31727,73794,0.1264194920996287
18165,5174,1928,7256,0.447353914002205
18167,23738,16338,40877,0.181030897570761
18169,10425,3335,13955,0.5080616266571121
18171,3402,898,4370,0.5729977116704805
18173,21280,11292,33082,0.3019164500332507
18175,9739,2764,12722,0.548262851752869
18177,17526,8828,26797,0.3245885733477628
18179,11006,2850,14100,0.5784397163120567
18181,7969,2945,11162,0.4500985486471959
18183,13122,4275,17726,0.4990973710933093
19001,2916,1086,4064,0.4502952755905511
19003,1517,576,2131,0.4415767245424683
19005,4857,2350,7303,0.3432835820895523
19007,4704,1686,6466,0.466749149396845
19009,2214,970,3239,0.3840691571472676
19011,9549,4739,14470,0.3324118866620594
19013,30572,31299,62653,-0.0116035944009065
19015,9199,5895,15346,0.2153004040140753
19017,8799,5571,14556,0.2217642209398186
19019,6790,3766,10714,0.2822475266007093
19021,4962,2462,7516,0.332623736029803
19023,5784,2144,8027,0.4534695403014825
19025,3708,1328,5093,0.4673080698998625
19027,7814,3153,11120,0.4191546762589928
19029,5007,2077,7195,0.4072272411396803
19031,6390,4075,10624,0.217902861445783
19033,12627,9955,22942,0.1164676139830877
19035,4398,1611,6089,0.4577106257185087
19037,4234,1919,6230,0.3715890850722312
19039,3140,1265,4459,0.4204978694774612
19041,6047,2367,8514,0.4322292694385718
19043,6255,3017,9381,0.3451657605798955
19045,13964,9472,23813,0.1886364590769748
19047,4651,1812,6525,0.435095785440613
19049,32374,29402,62633,0.0474510242204588
19051,3027,878,3950,0.5440506329113924
19053,2711,957,3727,0.4706198014488865
19055,6984,2978,10112,0.3961629746835443
19057,10794,7935,18998,0.1504895252131803
19059,7775,3297,11192,0.4001072194424589
19061,28224,23705,52566,0.085968116272876
19063,3422,1315,4786,0.4402423735896364
19065,6325,3334,9817,0.3046755627992258
19067,4744,2782,7625,0.257311475409836
19069,3431,1393,4885,0.4171954964176049
19071,2711,1023,3785,0.4459709379128138
19073,3211,1603,4874,0.3299138284776364
19075,4998,2019,7131,0.417753470761464
19077,4446,1974,6514,0.3794903285231808
19079,5004,2482,7573,0.3330252211805097
19081,4336,1523,5933,0.4741277599865161
19083,5790,2553,8434,0.3838036518852264
19085,5566,2245,7938,0.4183673469387755
19087,6439,2995,9574,0.3597242531857113
19089,3157,1619,4837,0.3179656812073599
19091,3770,1236,5067,0.5000986777185712
19093,2771,826,3642,0.5340472267984624
19095,6068,3400,9617,0.2774253925340543
19097,7074,3567,10782,0.3252643294379522
19099,12701,7141,20149,0.275944215593826
19101,4353,3788,8317,0.067933148971985
19103,26087,58846,86068,-0.3806176511595482
19105,6820,3942,10949,0.2628550552561878
19107,3869,1219,5142,0.515363671723065
19109,5983,2284,8376,0.4416189111747851
19111,10152,5659,16154,0.2781354463290825
19113,54237,66358,122369,-0.099052864696124
19115,3584,1480,5136,0.4096573208722741
19117,3400,1169,4639,0.4809226126320327
19119,5899,1023,6984,0.6981672394043528
19121,6864,3008,9995,0.385792896448224
19123,8207,2577,10910,0.5160403299725023
19125,13289,5928,19490,0.3776808619805028
19127,9815,7134,17217,0.1557181855143172
19129,5671,2456,8223,0.3909765292472333
19131,3736,1943,5757,0.3114469341671009
19133,3331,1236,4616,0.4538561525129982
19135,3104,1002,4146,0.5069946936806561
19137,3486,1508,5061,0.3908318514127643
19139,11152,8212,19695,0.1492764661081492
19141,5998,1428,7501,0.6092520997200372
19143,2623,555,3219,0.6424355389872631
19145,5153,2060,7297,0.4238728244484034
19147,3576,1338,4976,0.4497588424437299
19149,10661,3104,13931,0.5424592635130284
19151,2727,796,3573,0.540442205429611
19153,112240,140075,255563,-0.1089163924355247
19155,26335,17468,44411,0.1996577424511945
19157,5758,4067,9971,0.1695918162671748
19159,2015,638,2683,0.5132314573238911
19161,4100,1289,5448,0.5159691629955947
19163,45976,42479,89743,0.0389668274962949
19165,4600,1811,6486,0.4300030835646007
19167,16053,2626,18881,0.7111381812404004
19169,21665,26765,49200,-0.1036585365853657
19171,5379,3070,8594,0.268675820339772
19173,2381,666,3078,0.5571799870045484
19175,4044,1874,5996,0.3619079386257505
19177,2785,778,3622,0.5541137493097736
19179,9479,4896,14571,0.3145288586919223
19181,19486,12712,32662,0.2073969750780723
19183,7119,4297,11551,0.2443078521340143
19185,2426,643,3119,0.5716575825585124
19187,10850,5641,16706,0.3118041422243505
19189,3636,1909,5627,0.3069130975653101
19191,6427,5321,11927,0.0927307789050054
19193,25969,16145,42674,0.2302104325819
19195,2715,1508,4278,0.2821411874707807
19197,3853,1770,5706,0.3650543287767262
20001,4029,1445,5600,0.4614285714285713
20003,2998,732,3791,0.5977314692693221
20005,4911,2201,7255,0.3735354927636112
